Date(yyyy-mm-dd),City,Country,LonCenter,LatCenter,BoundingCoordinates,Median,Q1,Q3,Mean,Baseline_Median,Baseline_Q1,Baseline_Q3,Baseline_Mean,NumGoodSamples,NumTotalSamples
12/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.215,4.805,7.456,6.637,6.235,5.116,7.677,6.709,204,518
13/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.242,4.839,7.703,6.726,6.228,5.12,7.666,6.688,221,511
14/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.223,4.839,7.703,6.742,6.258,5.09,7.596,6.683,227,524
15/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.19,4.805,7.456,6.625,6.296,5.074,7.601,6.659,246,503
16/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.49,5.066,8.057,6.966,6.323,5.111,7.637,6.636,218,512
17/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.176,5.066,7.443,6.597,6.253,5.063,7.524,6.556,232,500
18/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.988,4.973,7.396,6.529,6.121,4.93,7.502,6.473,220,517
19/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.698,4.839,7.164,6.311,6.263,4.915,7.654,6.578,218,511
20/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.698,4.839,7.151,6.329,6.155,4.834,7.596,6.488,234,518
21/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.722,4.839,7.338,6.374,6.161,4.912,7.518,6.48,235,521
22/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.988,4.973,7.338,6.385,6.25,4.955,7.623,6.529,261,511
23/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.232,5.129,7.607,6.674,6.29,4.995,7.597,6.576,249,517
24/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.232,5.15,7.179,6.553,6.248,4.956,7.557,6.558,279,503
25/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.232,5.15,7.179,6.553,6.233,4.976,7.608,6.568,279,551
26/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.988,5.116,6.849,6.312,6.303,5.131,7.665,6.672,286,553
27/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.977,5.114,6.847,6.313,6.204,5.054,7.62,6.57,310,573
28/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.977,5.114,6.781,6.249,6.193,4.987,7.56,6.552,296,567
29/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.977,5.107,6.781,6.229,6.197,4.933,7.535,6.497,315,561
30/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.023,5.121,6.847,6.285,6.108,4.791,7.406,6.38,305,573
31/05/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.104,5.131,6.988,6.38,6.11,4.743,7.309,6.37,324,550
01/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.113,5.192,7.238,6.488,6.142,4.841,7.405,6.465,293,560
02/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.104,5.2,7.122,6.432,6.172,4.941,7.399,6.463,276,548
03/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.113,5.281,7.111,6.369,5.979,4.688,7.147,6.2,266,564
04/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.104,5.179,7.122,6.315,6.028,4.728,7.189,6.259,265,556
05/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.206,5.218,7.377,6.556,5.916,4.605,7.319,6.235,272,559
06/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.335,5.298,7.858,6.812,6.031,4.601,7.444,6.317,270,560
07/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.104,5.136,7.641,6.668,5.917,4.572,7.337,6.195,295,549
08/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.192,5.08,7.97,6.815,5.832,4.507,7.307,6.152,265,558
09/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.03,4.743,7.885,6.584,5.717,4.388,7.271,6.055,275,545
10/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.607,4.793,8.186,7.008,5.821,4.475,7.163,6.073,234,550
11/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.675,4.768,8.208,7.046,5.883,4.534,7.253,6.147,201,551
12/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.461,4.73,8.186,6.992,5.879,4.564,7.348,6.184,224,567
13/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.766,5.073,8.809,7.174,5.822,4.467,7.276,6.053,206,558
14/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.97,5.136,8.887,7.331,5.963,4.661,7.313,6.193,222,551
15/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.582,4.799,8.929,7.239,5.775,4.482,7.186,6.073,211,565
16/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.192,4.271,8.296,6.818,5.635,4.315,7.098,5.977,228,544
17/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.192,4.271,8.296,6.818,5.577,4.27,7.033,5.917,228,555
18/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.899,4.482,7.731,6.485,5.587,4.386,7.002,5.961,242,544
19/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.719,4.281,7.386,6.483,5.44,4.301,6.829,5.88,230,562
20/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.528,4.271,7.159,6.132,5.319,4.248,6.659,5.755,200,557
21/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.476,4.107,6.718,5.692,5.237,4.242,6.374,5.58,176,562
22/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.492,4.142,6.898,5.815,5.183,4.228,6.369,5.546,151,566
23/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.335,3.754,6.718,5.481,5.146,4.202,6.317,5.509,169,554
24/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.492,4.107,6.898,5.706,5.132,4.249,6.338,5.532,159,562
25/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.138,4.006,6.304,5.42,4.967,4.137,6.23,5.403,183,549
26/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.138,4.006,6.304,5.42,4.899,4.071,6.108,5.31,183,552
27/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.944,3.735,6.104,5.142,4.735,3.876,5.966,5.159,167,554
28/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.882,3.719,5.703,4.971,4.723,3.761,5.846,5.112,165,574
29/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.739,3.65,5.528,4.614,4.582,3.644,5.656,4.91,150,568
30/06/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.868,3.673,5.684,4.788,4.65,3.66,5.669,4.947,167,561
01/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.899,3.732,5.781,4.928,4.533,3.612,5.518,4.861,158,574
02/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.882,3.66,5.781,4.838,4.583,3.638,5.549,4.884,178,552
03/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.113,3.079,5.16,4.507,4.412,3.547,5.421,4.746,147,561
04/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.256,3.079,5.29,4.398,4.395,3.507,5.41,4.703,134,549
05/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.179,3.079,5.29,4.404,4.363,3.513,5.472,4.699,139,564
06/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.996,3.042,5.121,4.252,4.098,3.29,5.253,4.491,157,558
07/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.996,3.042,5.121,4.254,4.096,3.267,5.297,4.506,188,561
08/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.009,3.072,5.158,4.296,4.054,3.246,5.304,4.469,194,563
09/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.987,3.067,5.121,4.25,4.037,3.22,5.17,4.38,209,551
10/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.761,2.958,5.234,4.15,3.955,3.12,5.06,4.231,185,558
11/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.805,2.998,5.16,4.17,3.958,3.073,4.957,4.196,203,546
12/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.902,3.001,5.298,4.27,3.863,3.053,4.882,4.138,185,551
13/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.91,3.008,5.298,4.297,3.828,2.993,4.919,4.144,178,514
14/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.987,3.008,5.298,4.427,3.774,2.894,4.919,4.124,201,530
15/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.74,2.958,5.134,4.151,3.819,2.888,4.995,4.129,176,522
16/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.761,2.909,5.16,4.141,3.837,2.849,5.077,4.129,177,514
17/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.74,2.909,5.106,4.149,3.696,2.79,4.821,3.977,158,526
18/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.697,2.825,4.994,4.072,3.646,2.752,4.679,3.921,165,506
19/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.585,2.639,4.544,3.948,3.597,2.609,4.511,3.8,161,517
20/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.222,2.532,4.485,3.687,3.519,2.583,4.516,3.744,181,508
21/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.313,2.4,4.501,3.736,3.624,2.694,4.55,3.818,180,525
22/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.525,2.544,4.544,3.722,3.594,2.668,4.445,3.745,167,517
23/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.672,2.604,4.781,3.896,3.552,2.632,4.4,3.697,172,522
24/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.872,2.863,5.207,4.266,3.577,2.702,4.46,3.752,179,526
25/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.872,2.863,5.229,4.26,3.627,2.737,4.573,3.828,205,514
26/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.829,2.791,5.229,4.254,3.619,2.72,4.527,3.799,187,522
27/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.872,2.965,5.019,4.17,3.619,2.799,4.508,3.808,215,510
28/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.872,2.965,5.019,4.17,3.538,2.713,4.501,3.751,215,552
29/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.793,2.936,4.8,3.965,3.573,2.748,4.632,3.786,213,554
30/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.793,2.895,4.793,3.942,3.487,2.617,4.454,3.673,222,573
31/07/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.79,2.895,4.777,3.946,3.482,2.606,4.437,3.641,214,565
01/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.79,2.895,4.777,3.929,3.488,2.593,4.507,3.655,218,559
02/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.793,2.895,4.793,3.957,3.402,2.564,4.294,3.545,217,569
03/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.752,2.863,4.742,3.869,3.464,2.584,4.338,3.599,233,547
04/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.793,3.048,4.833,4.056,3.404,2.584,4.209,3.569,208,555
05/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.634,2.821,4.637,3.872,3.37,2.532,4.186,3.541,214,542
06/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.63,2.672,4.617,3.842,3.345,2.495,4.199,3.534,210,558
07/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.366,2.616,4.216,3.648,3.309,2.45,4.071,3.487,205,552
08/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.318,2.583,4.143,3.433,3.246,2.418,4.044,3.407,210,554
09/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.236,2.549,3.991,3.323,3.276,2.495,4.198,3.49,204,556
10/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.25,2.561,3.991,3.345,3.276,2.495,4.235,3.509,223,544
11/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.926,2.389,3.812,3.181,3.302,2.506,4.378,3.542,195,551
12/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.166,2.544,3.847,3.244,3.324,2.542,4.38,3.541,223,539
13/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.015,2.542,3.79,3.143,3.221,2.514,4.255,3.469,192,544
14/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.041,2.542,3.812,3.154,3.213,2.501,4.265,3.487,183,502
15/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.041,2.542,3.812,3.143,3.246,2.479,4.366,3.501,206,521
16/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.056,2.542,3.817,3.167,3.251,2.482,4.319,3.492,211,514
17/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.085,2.542,3.822,3.18,3.385,2.542,4.484,3.584,230,511
18/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.166,2.542,3.822,3.23,3.362,2.527,4.486,3.584,221,525
19/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.051,2.496,3.812,3.149,3.391,2.543,4.475,3.601,241,503
20/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.236,2.43,3.847,3.225,3.455,2.551,4.536,3.652,218,514
21/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.336,2.556,3.922,3.336,3.508,2.577,4.581,3.687,222,504
22/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.468,2.594,4.129,3.548,3.597,2.629,4.736,3.785,216,520
23/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.447,2.674,4.189,3.601,3.63,2.647,4.829,3.832,217,515
24/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.537,2.699,4.189,3.682,3.551,2.583,4.712,3.75,226,521
25/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.559,2.78,4.492,3.876,3.44,2.559,4.645,3.744,231,523
26/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.559,2.78,4.586,3.903,3.387,2.517,4.581,3.701,243,511
27/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.526,2.711,4.808,4.03,3.388,2.519,4.643,3.755,215,518
28/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.702,2.779,4.761,3.97,3.524,2.588,4.773,3.875,236,505
29/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.702,2.779,4.761,3.97,3.543,2.626,4.763,3.886,236,552
30/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.713,2.863,4.808,4.042,3.551,2.662,4.903,3.973,230,553
31/08/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.866,2.86,4.918,4.128,3.544,2.696,4.896,3.983,242,570
01/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.02,2.995,4.919,4.282,3.692,2.722,4.911,4.055,227,561
02/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.013,2.995,4.919,4.282,3.764,2.76,4.987,4.107,220,553
03/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.172,3.152,5.045,4.481,3.685,2.782,5.009,4.134,202,566
04/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.136,3.052,4.957,4.367,3.743,2.762,5.001,4.166,221,545
05/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.119,2.992,5.165,4.426,3.764,2.814,5.082,4.202,203,555
06/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.09,3.051,4.919,4.285,3.78,2.837,5.04,4.212,209,545
07/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.136,3.052,4.919,4.322,3.788,2.857,4.993,4.182,181,561
08/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.092,3.007,4.791,4.172,3.721,2.84,4.956,4.149,157,555
09/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.893,2.785,4.662,3.897,3.804,2.833,4.984,4.136,162,560
10/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.888,2.788,4.57,3.862,3.87,2.915,5.011,4.193,150,564
11/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.888,2.793,4.684,3.972,3.853,2.89,5.022,4.171,177,551
12/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.888,2.785,4.888,4.042,3.887,2.918,5.059,4.171,156,559
13/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.888,2.841,4.727,4.082,3.97,2.949,5.093,4.279,183,548
14/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.865,2.788,4.684,4.064,3.93,2.924,5.052,4.235,165,554
15/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.843,2.785,4.619,3.985,3.968,2.925,5.145,4.299,143,513
16/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.808,2.781,4.526,3.851,3.739,2.901,4.969,4.161,133,530
17/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.808,2.781,4.526,3.851,3.604,2.802,4.807,4.045,133,523
18/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.843,2.781,4.619,3.967,3.739,2.828,4.745,4.031,156,517
19/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.888,2.877,4.692,4.059,3.816,2.924,4.812,4.061,137,530
20/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.808,2.752,4.619,3.926,3.755,2.868,4.753,4.045,158,509
21/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.542,2.628,4.692,3.873,3.726,2.882,4.793,4.062,134,518
22/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.416,2.524,4.278,3.637,3.657,2.847,4.885,4.1,165,505
23/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.432,2.671,4.526,3.78,3.689,2.88,4.934,4.134,160,519
24/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.474,2.733,4.598,3.882,3.782,2.85,5.241,4.296,142,514
25/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.593,2.739,4.714,4.032,3.82,2.839,5.24,4.26,172,517
26/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.542,2.739,4.692,3.933,3.897,2.908,5.356,4.36,145,521
27/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.542,2.733,4.526,3.866,3.85,2.868,5.322,4.381,171,508
28/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.426,2.646,4.47,3.746,3.801,2.805,5.222,4.267,144,515
29/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.44,2.699,4.183,3.688,3.827,2.847,5.171,4.333,172,502
30/09/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.44,2.699,4.183,3.688,3.788,2.955,5.131,4.303,172,552
01/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.45,2.797,4.44,3.732,3.916,3.014,5.261,4.441,211,554
02/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.531,2.739,4.44,3.723,4.029,3.075,5.333,4.451,242,572
03/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.449,2.739,4.308,3.635,4.238,3.201,5.635,4.658,217,566
04/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.546,2.816,4.602,3.758,4.267,3.221,5.727,4.706,244,558
05/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.611,2.849,4.714,3.83,4.35,3.302,5.792,4.801,223,572
06/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.623,2.924,4.731,3.848,4.397,3.319,5.81,4.829,244,550
07/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.832,3.197,4.801,4.051,4.366,3.382,5.757,4.841,213,561
08/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.795,3.259,4.766,4.071,4.484,3.457,5.918,4.991,243,551
09/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.755,3.249,4.759,4.049,4.459,3.419,5.87,4.944,232,564
10/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.623,3.161,4.602,3.817,4.546,3.486,6.116,5.136,212,558
11/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.653,3.161,4.759,3.988,4.598,3.589,6.159,5.176,241,561
12/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.697,3.184,4.801,4.046,4.606,3.635,6.056,5.165,215,565
13/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.755,3.197,4.957,4.123,4.662,3.674,6.21,5.252,240,552
14/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.054,3.249,5.125,4.272,4.672,3.668,6.118,5.213,212,559
15/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.468,3.361,5.684,4.643,4.845,3.723,6.304,5.343,241,545
16/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.572,3.438,5.922,4.827,4.905,3.754,6.428,5.378,202,550
17/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.634,3.538,5.922,4.921,5.11,3.958,6.648,5.632,171,508
18/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.898,3.558,6.025,5.316,4.968,3.869,6.439,5.55,204,525
19/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.692,3.538,6.025,5.299,4.867,3.799,6.385,5.504,177,517
20/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.024,3.565,6.181,5.51,4.822,3.684,6.245,5.421,202,511
21/10/2018,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.189,3.587,6.595,5.674,4.823,3.633,6.314,5.388,181,526
