Date(yyyy-mm-dd),City,Country,LonCenter,LatCenter,BoundingCoordinates,Median,Q1,Q3,Mean,Baseline_Median,Baseline_Q1,Baseline_Q3,Baseline_Mean,NumGoodSamples,NumTotalSamples
03/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.264,4.772,8.798,7.497,5.268,4.051,7.098,5.866,109,506
04/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.5,4.775,8.843,7.643,5.584,4.238,7.346,6.145,138,510
05/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.284,4.775,8.782,7.712,5.775,4.407,7.617,6.36,112,510
06/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.284,4.772,8.782,7.67,5.676,4.339,7.598,6.259,119,500
07/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],8.558,6.5,10.883,9.663,6.053,4.611,7.976,6.498,90,506
08/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.952,5.346,9.138,8.235,5.953,4.557,7.901,6.515,106,491
09/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.952,5.346,9.138,8.235,5.87,4.619,7.639,6.479,106,539
10/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.23,5.119,7.58,6.679,5.691,4.521,7.217,6.152,112,541
11/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.527,5.261,8.558,7.366,5.703,4.589,7.376,6.293,146,558
12/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.527,5.261,8.558,7.366,5.933,4.706,7.837,6.532,146,551
13/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.675,5.346,9.061,7.876,6.036,4.774,7.802,6.609,173,547
14/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.675,5.346,9.061,7.891,6.045,4.788,7.754,6.619,172,559
15/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.759,5.376,8.843,7.811,5.905,4.733,7.48,6.476,193,539
16/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.759,5.376,8.843,7.811,5.963,4.71,7.775,6.619,193,550
17/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.761,5.641,8.558,7.635,6.019,4.82,7.707,6.665,216,537
18/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.565,5.498,8.223,7.539,6.242,4.821,7.732,6.848,197,553
19/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.527,5.376,8.232,7.463,6.215,4.794,7.755,6.888,176,549
20/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.565,5.346,8.286,7.54,6.208,4.796,7.722,6.869,205,556
21/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.565,5.447,8.286,7.559,6.227,4.852,7.773,6.891,198,559
22/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.565,5.447,8.286,7.555,6.131,4.791,7.7,6.763,199,549
23/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.884,5.643,8.693,7.912,6.167,4.825,7.79,6.895,183,558
24/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.834,5.625,8.479,7.787,6.217,4.8,7.795,6.961,188,546
25/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.688,5.671,9.904,8.538,6.334,4.839,8.107,7.099,148,550
26/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.546,5.641,9.24,7.908,6.373,4.748,8.002,7.05,114,509
27/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.665,5.643,10.231,8.831,6.312,4.875,8.241,7.309,146,527
28/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.546,5.625,9.006,8.318,6.144,4.773,8.327,7.212,119,520
29/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.665,5.641,10.231,8.865,6.2,4.775,8.9,7.412,138,514
30/11/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.546,5.643,11.04,9.205,6.546,4.848,9.097,7.631,117,524
01/12/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.546,5.643,11.04,9.205,6.554,4.831,9.16,7.652,117,505
02/12/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],8.693,5.574,14.308,10.594,6.667,4.818,9.534,7.765,94,517
03/12/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],8.693,5.574,14.308,10.594,6.603,4.766,9.366,7.686,94,505
04/12/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],8.336,5.625,15.475,11.23,6.473,4.742,9.16,7.54,86,518
05/12/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.915,4.531,12.881,9.718,6.641,4.662,9.222,7.612,86,512
06/12/2015,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.923,4.76,14.308,10.193,6.669,4.68,9.456,7.714,116,515
